name,tags
215095_5531309_2016_08_02_0c37_BGRN_Analytic_metadata_TOA_41212.TIF,clear agriculture habitation forest unshaded
215095_5531309_2016_08_02_0c37_BGRN_Analytic_metadata_TOA_41223.TIF,clear agriculture bare_ground habitation forest unshaded
215095_5531309_2016_08_02_0c37_BGRN_Analytic_metadata_TOA_41320.TIF,clear agriculture habitation forest unshaded
215095_5531309_2016_08_02_0c37_BGRN_Analytic_metadata_TOA_41327.TIF,clear agriculture bare_ground habitation forest water unshaded
215095_5531309_2016_08_02_0c37_BGRN_Analytic_metadata_TOA_41354.TIF,clear agriculture habitation forest unshaded
215095_5531309_2016_08_02_0c37_BGRN_Analytic_metadata_TOA_41367.TIF,clear agriculture bare_ground habitation forest unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_40252.TIF,cloudy unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_40333.TIF,cloudy unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_40739.TIF,cloudy unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_40830.TIF,cloudy unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_40863.TIF,cloudy unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_40998.TIF,cloudy unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41039.TIF,cloudy unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41082.TIF,cloudy unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41185.TIF,cloudy water unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41273.TIF,agriculture bare_ground haze forest unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41274.TIF,partly_cloudy agriculture bare_ground habitation forest unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41319.TIF,clear agriculture bare_ground habitation forest unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41359.TIF,agriculture bare_ground habitation haze forest unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41397.TIF,partly_cloudy agriculture habitation forest partly_shaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41399.TIF,partly_cloudy habitation forest unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41505.TIF,habitation haze unshaded
217678_5531309_2016_08_07_0e2f_BGRN_Analytic_metadata_TOA_41510.TIF,bare_ground habitation haze forest unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_40199.TIF,cloudy unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_40254.TIF,cloudy unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_40342.TIF,cloudy unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_40461.TIF,partly_cloudy agriculture bare_ground habitation forest unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_40746.TIF,cloudy unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_40880.TIF,cloudy unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_40959.TIF,cloudy unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_41009.TIF,cloudy unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_41014.TIF,cloudy unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_41053.TIF,cloudy unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_41191.TIF,partly_cloudy agriculture bare_ground habitation forest unshaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_41350.TIF,clear water partly_shaded
217688_5531309_2016_08_07_0e1f_BGRN_Analytic_metadata_TOA_41361.TIF,clear agriculture bare_ground habitation unshaded
227088_5531309_2016_08_23_0e14_BGRN_Analytic_metadata_TOA_40776.TIF,clear habitation forest unshaded
227088_5531309_2016_08_23_0e14_BGRN_Analytic_metadata_TOA_40996.TIF,clear agriculture habitation forest unshaded
227088_5531309_2016_08_23_0e14_BGRN_Analytic_metadata_TOA_40997.TIF,clear agriculture habitation forest unshaded
227088_5531309_2016_08_23_0e14_BGRN_Analytic_metadata_TOA_41253.TIF,clear agriculture bare_ground forest unshaded
227088_5531309_2016_08_23_0e14_BGRN_Analytic_metadata_TOA_41287.TIF,clear habitation forest unshaded
227088_5531309_2016_08_23_0e14_BGRN_Analytic_metadata_TOA_41371.TIF,clear habitation forest unshaded
227088_5531309_2016_08_23_0e14_BGRN_Analytic_metadata_TOA_41467.TIF,clear agriculture bare_ground habitation forest unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_40922.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41057.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41059.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41086.TIF,cloudy agriculture unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41153.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41183.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41209.TIF,partly_cloudy agriculture bare_ground forest unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41308.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41331.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41337.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41348.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41415.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41426.TIF,cloudy unshaded
233141_5531309_2016_09_02_0e1f_BGRN_Analytic_metadata_TOA_41462.TIF,cloudy unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_40684.TIF,partly_cloudy habitation forest unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_40689.TIF,partly_cloudy habitation forest partly_shaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_40864.TIF,cloudy unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_41011.TIF,habitation haze unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_41133.TIF,partly_cloudy agriculture bare_ground habitation forest unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_41184.TIF,clear agriculture bare_ground forest water unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_41227.TIF,partly_cloudy agriculture habitation forest water unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_41259.TIF,clear agriculture forest water unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_41281.TIF,clear habitation forest unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_41311.TIF,clear agriculture bare_ground habitation forest unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_41393.TIF,clear agriculture habitation forest unshaded
234119_5531309_2016_09_06_0c41_BGRN_Analytic_metadata_TOA_41523.TIF,clear agriculture habitation forest water unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_40415.TIF,cloudy unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_40526.TIF,clear agriculture habitation forest unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_40590.TIF,partly_cloudy habitation forest unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_40782.TIF,partly_cloudy habitation forest unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_40820.TIF,clear habitation forest unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41041.TIF,partly_cloudy agriculture habitation forest water unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41050.TIF,cloudy unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41124.TIF,cloudy unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41151.TIF,cloudy unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41225.TIF,clear agriculture bare_ground habitation unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41306.TIF,clear habitation forest unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41317.TIF,clear agriculture habitation forest water unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41318.TIF,clear water unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41377.TIF,clear agriculture bare_ground habitation forest unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41414.TIF,clear habitation unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41434.TIF,agriculture habitation haze forest unshaded
246096_5531309_2016_09_19_0e0e_BGRN_Analytic_metadata_TOA_41439.TIF,partly_cloudy agriculture bare_ground habitation forest unshaded
246794_5531309_2016_09_20_0c82_BGRN_Analytic_metadata_TOA_40276.TIF,cloudy unshaded
246794_5531309_2016_09_20_0c82_BGRN_Analytic_metadata_TOA_40410.TIF,cloudy habitation water unshaded
246794_5531309_2016_09_20_0c82_BGRN_Analytic_metadata_TOA_40413.TIF,clear agriculture habitation water unshaded
246794_5531309_2016_09_20_0c82_BGRN_Analytic_metadata_TOA_40521.TIF,cloudy habitation forest unshaded
246794_5531309_2016_09_20_0c82_BGRN_Analytic_metadata_TOA_40775.TIF,cloudy unshaded
246794_5531309_2016_09_20_0c82_BGRN_Analytic_metadata_TOA_40927.TIF,cloudy habitation water unshaded
246794_5531309_2016_09_20_0c82_BGRN_Analytic_metadata_TOA_40928.TIF,cloudy habitation unshaded
246794_5531309_2016_09_20_0c82_BGRN_Analytic_metadata_TOA_40959.TIF,cloudy habitation unshaded
246794_5531309_2016_09_20_0c82_BGRN_Analytic_metadata_TOA_41098.TIF,clear agriculture forest water unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_40329.TIF,partly_cloudy habitation forest unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_40684.TIF,clear habitation forest unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_40687.TIF,clear agriculture habitation forest unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_40698.TIF,cloudy unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_40702.TIF,partly_cloudy bare_ground habitation water partly_shaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_40820.TIF,clear habitation unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_41039.TIF,cloudy unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_41124.TIF,agriculture habitation haze forest unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_41202.TIF,clear agriculture bare_ground forest water unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_41224.TIF,clear agriculture bare_ground habitation forest unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_41332.TIF,clear agriculture bare_ground habitation forest unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_41337.TIF,clear habitation forest unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_41403.TIF,clear agriculture bare_ground forest water unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_41480.TIF,clear habitation forest unshaded
259871_5531309_2016_10_03_0e0f_BGRN_Analytic_metadata_TOA_41504.TIF,clear habitation forest unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_40631.TIF,cloudy habitation forest unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_40773.TIF,cloudy unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_41053.TIF,cloudy unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_41200.TIF,cloudy unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_41244.TIF,cloudy unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_41258.TIF,cloudy unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_41283.TIF,cloudy habitation unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_41291.TIF,cloudy unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_41322.TIF,cloudy unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_41384.TIF,cloudy agriculture habitation unshaded
261267_5531309_2016_10_03_0c38_BGRN_Analytic_metadata_TOA_41512.TIF,habitation haze unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_40187.TIF,partly_cloudy habitation forest unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_40406.TIF,clear agriculture habitation forest unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_40597.TIF,clear habitation forest unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_40918.TIF,clear agriculture habitation forest unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_40999.TIF,clear agriculture bare_ground habitation forest unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_41010.TIF,clear agriculture habitation forest unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_41046.TIF,clear agriculture bare_ground forest water unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_41048.TIF,clear agriculture bare_ground habitation forest unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_41097.TIF,clear agriculture bare_ground habitation forest water unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_41137.TIF,clear agriculture bare_ground habitation forest water unshaded
264561_5531309_2016_10_10_0c19_BGRN_Analytic_metadata_TOA_41201.TIF,clear agriculture bare_ground habitation forest unshaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_40337.TIF,habitation haze unshaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_40583.TIF,partly_cloudy agriculture habitation forest water partly_shaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_40598.TIF,clear habitation forest unshaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_40652.TIF,partly_cloudy water partly_shaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_40742.TIF,clear habitation forest unshaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_40782.TIF,clear agriculture habitation forest water unshaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_40829.TIF,clear water partly_shaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_40920.TIF,partly_cloudy agriculture forest water partly_shaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_41117.TIF,partly_cloudy habitation forest water partly_shaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_41244.TIF,partly_cloudy agriculture forest water partly_shaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_41293.TIF,partly_cloudy agriculture habitation forest water partly_shaded
273604_5531309_2016_10_21_0d05_BGRN_Analytic_metadata_TOA_41443.TIF,partly_cloudy habitation forest water partly_shaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_40323.TIF,partly_cloudy agriculture bare_ground habitation forest unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_40333.TIF,partly_cloudy agriculture habitation forest unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_40395.TIF,clear agriculture habitation forest unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_40749.TIF,clear bare_ground habitation forest water unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_40789.TIF,clear agriculture forest unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_40837.TIF,clear agriculture bare_ground habitation forest water unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_40838.TIF,clear agriculture bare_ground habitation forest water unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_40916.TIF,partly_cloudy habitation unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_40972.TIF,clear agriculture bare_ground habitation forest water unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_41010.TIF,partly_cloudy agriculture bare_ground habitation forest water unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_41137.TIF,clear agriculture bare_ground forest water unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_41152.TIF,cloudy unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_41177.TIF,partly_cloudy agriculture bare_ground habitation forest unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_41265.TIF,partly_cloudy habitation forest water unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_41404.TIF,clear agriculture bare_ground habitation forest water unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_41435.TIF,clear agriculture habitation forest water unshaded
281829_5531309_2016_10_31_0e26_BGRN_Analytic_metadata_TOA_41513.TIF,clear habitation forest unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_40192.TIF,clear agriculture habitation forest water unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_40324.TIF,clear agriculture bare_ground habitation forest water unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_40695.TIF,clear habitation forest unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_40834.TIF,clear agriculture bare_ground forest water unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_40835.TIF,clear agriculture bare_ground habitation forest water unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_40961.TIF,clear habitation forest unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_41050.TIF,clear agriculture bare_ground forest unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_41426.TIF,clear agriculture forest water unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_41441.TIF,clear agriculture habitation forest unshaded
282041_5531309_2016_11_01_0c76_BGRN_Analytic_metadata_TOA_41496.TIF,clear forest water unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_40274.TIF,clear agriculture bare_ground habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_40535.TIF,clear agriculture bare_ground habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_40536.TIF,clear habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_40637.TIF,clear habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_40773.TIF,clear agriculture bare_ground habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_40925.TIF,clear habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41054.TIF,clear agriculture bare_ground habitation forest water unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41160.TIF,clear agriculture bare_ground habitation forest water unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41192.TIF,clear agriculture habitation forest water unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41235.TIF,clear agriculture bare_ground habitation forest water unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41236.TIF,clear agriculture bare_ground habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41305.TIF,clear habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41322.TIF,clear habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41338.TIF,clear agriculture bare_ground habitation forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41410.TIF,clear bare_ground forest unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41417.TIF,clear forest water unshaded
286873_5531309_2016_11_07_0c27_BGRN_Analytic_metadata_TOA_41519.TIF,clear agriculture bare_ground habitation forest unshaded
286947_5531309_2016_11_07_0c79_BGRN_Analytic_metadata_TOA_40634.TIF,clear habitation forest unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_40192.TIF,clear agriculture habitation forest water unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_40402.TIF,clear habitation forest unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_40408.TIF,cloudy water unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_40475.TIF,partly_cloudy agriculture bare_ground water partly_shaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_40478.TIF,partly_cloudy habitation forest water unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_40598.TIF,clear habitation forest unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_40734.TIF,clear agriculture bare_ground unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_41038.TIF,clear agriculture bare_ground habitation forest unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_41099.TIF,clear agriculture bare_ground habitation forest water unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_41189.TIF,clear agriculture bare_ground habitation forest unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_41237.TIF,partly_cloudy agriculture bare_ground habitation unshaded
288213_5531309_2016_11_08_0e1f_BGRN_Analytic_metadata_TOA_41315.TIF,clear agriculture bare_ground forest water unshaded
