name,tags
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCB_20161208T003914_TOA_41188.TIF,clear agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCB_20161208T003914_TOA_41374.TIF,clear agriculture bare_ground forest unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCB_20161208T003914_TOA_41447.TIF,clear agriculture bare_ground habitation forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_27769.TIF,cloudy agriculture unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_27923.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_29776.TIF,partly_cloudy agriculture forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_30307.TIF,partly_cloudy agriculture partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_31560.TIF,partly_cloudy agriculture bare_ground forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_35899.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_36020.TIF,partly_cloudy agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_36558.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_40470.TIF,partly_cloudy agriculture habitation partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_40579.TIF,clear agriculture habitation forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_40592.TIF,clear agriculture habitation forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_41095.TIF,clear agriculture bare_ground habitation forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCB_20161215T003028_TOA_41443.TIF,clear agriculture habitation forest unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_28206.TIF,clear agriculture forest water shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_28214.TIF,clear agriculture forest shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_28951.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_29327.TIF,partly_cloudy agriculture partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_29852.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_30269.TIF,cloudy agriculture unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_30391.TIF,clear agriculture shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_30438.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_30944.TIF,cloudy unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_31711.TIF,cloudy agriculture unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_32105.TIF,clear agriculture bare_ground partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_32341.TIF,cloudy unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_32400.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_33025.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_33696.TIF,cloudy agriculture unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_35083.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_35145.TIF,cloudy unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_35434.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_35922.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_36123.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_36525.TIF,cloudy unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_36790.TIF,cloudy unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_37001.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_37051.TIF,cloudy unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCB_20161218T003923_TOA_37159.TIF,clear agriculture bare_ground shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_18767.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_20327.TIF,cloudy agriculture unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_22406.TIF,cloudy unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_23961.TIF,partly_cloudy agriculture forest unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_24072.TIF,clear agriculture forest partly_shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_25506.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_25837.TIF,clear forest partly_shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_25877.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_26974.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_27434.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_27678.TIF,clear agriculture bare_ground habitation forest unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_27679.TIF,clear agriculture habitation forest shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_27779.TIF,cloudy unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_27992.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_28138.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_28422.TIF,partly_cloudy agriculture partly_shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_28725.TIF,partly_cloudy agriculture bare_ground forest unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_29193.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_29395.TIF,clear agriculture bare_ground unshaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_29705.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_30055.TIF,partly_cloudy agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161208T003702_N0204_R059_T55KCA_20161208T003914_TOA_30135.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_11394.TIF,clear forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_11426.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_11571.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_11960.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_12163.TIF,clear agriculture bare_ground forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_12595.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_12930.TIF,partly_cloudy agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_13542.TIF,cloudy unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_13717.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_14113.TIF,clear agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_14581.TIF,clear agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_15530.TIF,partly_cloudy agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_15565.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_15719.TIF,partly_cloudy agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_15930.TIF,partly_cloudy agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_16303.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_16434.TIF,clear agriculture bare_ground habitation forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_16618.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_17303.TIF,partly_cloudy agriculture bare_ground forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_17716.TIF,clear agriculture forest water partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_17829.TIF,partly_cloudy agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_17882.TIF,clear forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_18839.TIF,clear agriculture habitation forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_18852.TIF,partly_cloudy agriculture bare_ground forest water unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_19275.TIF,clear agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_19332.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_19914.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_20481.TIF,partly_cloudy agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_21078.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_21324.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_21602.TIF,partly_cloudy agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_21958.TIF,clear forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_23024.TIF,clear agriculture habitation forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_23082.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_23311.TIF,partly_cloudy agriculture forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_23313.TIF,cloudy unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_23459.TIF,partly_cloudy agriculture forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_23594.TIF,clear agriculture bare_ground forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_23940.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_24422.TIF,clear agriculture bare_ground unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_24513.TIF,clear agriculture bare_ground unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_24608.TIF,partly_cloudy agriculture bare_ground forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_24855.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_25168.TIF,clear agriculture unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_25627.TIF,partly_cloudy agriculture forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_25902.TIF,clear agriculture habitation forest unshaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_26076.TIF,partly_cloudy agriculture forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_27118.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_27549.TIF,clear agriculture forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_30120.TIF,partly_cloudy agriculture partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_30122.TIF,partly_cloudy agriculture forest partly_shaded
S2A_MSIL1C_20161215T003032_N0204_R016_T55KCA_20161215T003028_TOA_30495.TIF,clear agriculture bare_ground forest unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_21334.TIF,clear agriculture forest partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_21427.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_23266.TIF,clear forest unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_24169.TIF,clear agriculture forest unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_24225.TIF,cloudy agriculture unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_24230.TIF,partly_cloudy agriculture forest unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_24341.TIF,clear agriculture habitation forest partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_24571.TIF,partly_cloudy agriculture forest partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_25051.TIF,clear agriculture forest partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_25087.TIF,partly_cloudy agriculture forest unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_25443.TIF,partly_cloudy agriculture forest unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_26453.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_26942.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_28191.TIF,cloudy unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_28689.TIF,clear agriculture habitation forest water shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_29524.TIF,clear agriculture bare_ground unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_29752.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_29915.TIF,clear agriculture bare_ground forest shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_29957.TIF,cloudy unshaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_30211.TIF,clear agriculture shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_30481.TIF,partly_cloudy agriculture bare_ground partly_shaded
S2A_MSIL1C_20161218T003702_N0204_R059_T55KCA_20161218T003923_TOA_30548.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_11794.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_12011.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_12254.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_13217.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_13611.TIF,cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_14392.TIF,cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_14547.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_14747.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_14769.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_14908.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_15474.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_15544.TIF,cloudy agriculture unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_15585.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_15674.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_16105.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_16196.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_16356.TIF,cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_16450.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_16574.TIF,cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_16909.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_16972.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_17270.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_17575.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_17682.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_17795.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_17896.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_18274.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_18739.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_19429.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_19617.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_19636.TIF,cloudy bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_20089.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_20241.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_20263.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_20800.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_21066.TIF,cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_22075.TIF,partly_cloudy agriculture bare_ground unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_22536.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_22633.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_22831.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_23923.TIF,cloudy unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_24568.TIF,clear agriculture bare_ground forest unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_24857.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_25326.TIF,partly_cloudy agriculture unshaded
S2A_MSIL1C_20161225T002702_N0204_R016_T55KCA_20161225T002947_TOA_25811.TIF,cloudy unshaded
